Gene	trt1	trt2	trt3	ctl1	ctl2	ctl3
Zm00001eb065900	69	75	139	50	77	37
Zm00001eb065910	0	0	0	0	0	0
Zm00001eb065920	429	431	436	586	516	345
Zm00001eb065930	138	184	223	233	179	222
Zm00001eb065940	541	771	772	518	359	576
Zm00001eb065950	1269	1760	1180	1207	864	845
Zm00001eb065970	82	36	57	94	55	82
Zm00001eb065980	0	0	0	0	0	0
Zm00001eb066000	37	38	10	66	64	47
Zm00001eb066010	153	205	204	195	160	151
Zm00001eb066020	245	257	256	302	256	205
Zm00001eb066030	32	24	55	85	61	136
Zm00001eb066050	41	35	25	40	26	24
Zm00001eb066060	0	0	0	0	0	0
Zm00001eb066070	0	0	0	0	0	0
Zm00001eb066080	0	0	0	0	0	0
Zm00001eb066090	0	0	0	0	0	0
Zm00001eb066100	44	101	75	128	126	107
Zm00001eb066110	99	76	81	88	35	32
Zm00001eb066120	0	0	0	0	0	0
Zm00001eb066130	92	89	128	227	276	224
Zm00001eb066140	311	356	365	392	280	255
Zm00001eb066150	495	596	623	810	720	900
Zm00001eb066160	112	108	111	62	102	64
Zm00001eb066180	264	306	267	243	194	168
Zm00001eb066190	1207	1441	1303	3608	2777	3542
Zm00001eb066210	560	653	509	1077	966	1173
Zm00001eb066220	1	5	6	3	2	0
Zm00001eb066230	1123	1143	831	1289	851	737
Zm00001eb066250	0	0	0	0	0	0
Zm00001eb066260	1010	1145	1217	923	930	1121
Zm00001eb066270	0	18	24	12	7	20
Zm00001eb066290	226	317	300	245	253	139
Zm00001eb066300	0	1	0	0	0	0
Zm00001eb066310	0	8	4	10	11	16
Zm00001eb066320	111	106	121	103	121	87
Zm00001eb066330	672	532	637	514	396	420
Zm00001eb066340	13	40	23	28	47	32
Zm00001eb066350	1209	1598	1200	1594	1216	1211
Zm00001eb066360	370	422	429	615	362	440
Zm00001eb066370	6204	6420	5748	7825	5074	4431
Zm00001eb066380	0	0	0	0	0	0
Zm00001eb066390	0	0	0	0	0	0
Zm00001eb066400	94	94	113	164	172	244
Zm00001eb066410	35	40	40	49	61	52
Zm00001eb066420	2623	2466	2631	4236	3009	2960
Zm00001eb066430	0	0	0	0	0	0
Zm00001eb066440	0	0	1	0	0	0
Zm00001eb066460	339	345	271	326	267	241
Zm00001eb066470	983	1088	965	1845	1387	1304
Zm00001eb066480	99	127	113	1133	1006	1046
Zm00001eb066490	0	0	6	10	12	17
Zm00001eb066500	0	0	0	0	0	0
Zm00001eb066510	2090	2529	2446	2759	1958	2072
Zm00001eb066520	45	69	33	141	75	35
Zm00001eb066530	231	187	209	342	249	238
Zm00001eb066540	776	943	654	2598	1936	1498
Zm00001eb066550	0	0	0	0	0	0
Zm00001eb066560	104	146	185	116	96	118
Zm00001eb066570	29	11	73	39	28	24
Zm00001eb066580	297	387	297	322	228	284
Zm00001eb066590	1040	1399	1778	1842	1719	2100
Zm00001eb066600	449	458	456	675	537	591
Zm00001eb066610	810	1213	975	954	828	909
Zm00001eb066620	143	165	113	498	377	229
Zm00001eb066630	174	133	120	306	269	151
Zm00001eb066640	45	55	75	25	35	106
Zm00001eb066650	332	248	305	323	257	178
Zm00001eb066660	1380	1668	1489	2013	1526	1295
Zm00001eb066670	798	1089	994	1724	1318	1221
Zm00001eb066680	9644	12468	13176	12609	10784	15208
Zm00001eb066690	701	1040	868	821	732	643
Zm00001eb066700	0	0	1	0	0	0
Zm00001eb066710	0	0	0	0	0	0
Zm00001eb066720	0	0	0	3	0	0
Zm00001eb066730	44	20	51	34	26	17
Zm00001eb066740	0	0	0	0	0	0
Zm00001eb066750	0	0	0	0	0	0
Zm00001eb066760	1	0	0	0	0	0
Zm00001eb066770	0	0	0	0	0	0
Zm00001eb066780	2274	2469	2150	2327	1990	2110
Zm00001eb066790	9	4	27	54	27	7
Zm00001eb066800	112	66	94	143	73	78
Zm00001eb066810	1105	1199	1128	1227	911	1064
Zm00001eb066820	114	66	160	167	96	109
Zm00001eb066830	3554	5155	5277	4048	3900	4826
Zm00001eb066840	461	482	337	510	425	427
Zm00001eb066850	62	60	32	41	53	23
Zm00001eb066860	495	448	388	513	350	259
Zm00001eb066870	112	116	117	163	149	130
Zm00001eb066880	20	0	10	23	16	50
Zm00001eb066890	180	229	108	222	228	153
Zm00001eb066900	146	229	299	228	158	201
Zm00001eb066910	172	197	146	235	192	186
Zm00001eb066920	1730	1918	1581	2681	1890	1500
Zm00001eb066930	2	0	1	0	0	3
Zm00001eb066940	10588	13118	10712	15830	12328	11800
Zm00001eb066950	301	399	347	308	259	185
Zm00001eb066960	5014	5734	5067	3301	2706	2653
Zm00001eb066970	9	15	9	2	7	9
Zm00001eb066980	142	257	218	284	249	130
Zm00001eb066990	228	197	330	228	240	305
Zm00001eb067000	22	37	30	39	22	37
Zm00001eb067010	143	179	160	275	135	232
Zm00001eb067030	11	17	37	21	18	0
Zm00001eb067040	307	388	283	371	260	187
Zm00001eb067060	12	16	26	37	19	40
Zm00001eb067080	366	467	575	816	561	944
Zm00001eb067090	63	57	74	126	87	43
Zm00001eb067110	79	78	72	102	65	92
Zm00001eb067120	131	213	173	208	117	169
Zm00001eb067130	750	1098	1080	809	710	1001
Zm00001eb067140	0	0	0	1	2	0
Zm00001eb067150	366	397	388	632	416	328
Zm00001eb067160	628	691	835	883	826	962
Zm00001eb067170	0	0	0	0	0	0
Zm00001eb067180	1164	1347	1292	1521	1203	1009
Zm00001eb067190	4	8	2	12	28	32
Zm00001eb067200	939	864	1151	1374	1128	1274
Zm00001eb067210	470	512	478	486	373	330
Zm00001eb067220	406	462	408	407	203	369
Zm00001eb067230	52	35	47	86	65	118
Zm00001eb067240	0	0	0	0	0	0
Zm00001eb067250	22	87	51	257	123	73
Zm00001eb067260	0	0	0	0	0	0
Zm00001eb067270	0	0	0	3	0	0
Zm00001eb067280	517	703	661	580	385	493
Zm00001eb067290	1158	1104	979	1224	959	1073
Zm00001eb067310	0	0	0	0	0	0
Zm00001eb067320	93	178	61	152	113	103
Zm00001eb067330	95	88	61	168	85	144
Zm00001eb067340	447	615	480	779	582	641
Zm00001eb067350	559	672	482	1318	858	748
Zm00001eb067360	0	0	0	0	0	0
Zm00001eb067370	2168	2542	2456	3836	2844	2651
Zm00001eb067380	9	52	14	23	4	12
Zm00001eb067390	0	0	0	0	0	0
Zm00001eb067400	23	44	87	271	157	91
Zm00001eb067410	2128	2270	1984	3550	2396	2814
Zm00001eb067420	0	0	11	0	0	0
Zm00001eb067430	0	5	14	9	14	4
Zm00001eb067440	1343	1492	1321	1615	1304	1433
Zm00001eb067450	673	847	687	717	560	606
Zm00001eb067460	1290	1128	1091	1346	1032	1124
Zm00001eb067470	7	26	25	16	2	2
Zm00001eb067480	70	64	69	90	93	70
Zm00001eb067490	158	127	145	78	98	142
Zm00001eb067500	231	322	208	252	163	201
Zm00001eb067510	6	47	35	74	124	335
Zm00001eb067520	0	0	0	0	0	0
Zm00001eb067530	1602	1771	1804	1884	1383	1338
Zm00001eb067540	0	0	0	0	0	0
Zm00001eb067550	2010	2295	2074	2071	1981	1905
Zm00001eb067560	532	607	590	624	486	712
Zm00001eb067570	74	74	76	57	39	69
Zm00001eb067580	1842	2408	2526	2456	1731	2186
Zm00001eb067590	87	81	62	806	529	254
Zm00001eb067600	87	88	68	90	65	88
Zm00001eb067610	2271	2603	2296	2694	2086	1863
Zm00001eb067620	6	19	12	16	14	20
Zm00001eb067630	4	1	10	6	2	20
Zm00001eb067640	3	0	7	8	5	0
Zm00001eb067650	126	223	206	134	106	126
Zm00001eb067660	119	136	90	250	146	117
Zm00001eb067680	0	0	0	0	1	0
Zm00001eb067690	241	248	241	266	284	317
Zm00001eb067700	1835	2659	2571	3978	2801	3024
Zm00001eb067710	203	355	259	652	537	536
Zm00001eb067720	920	1210	789	1239	902	806
Zm00001eb067730	5	7	5	11	26	4
Zm00001eb067740	0	0	0	0	0	0
Zm00001eb067750	14865	15023	12150	25164	17612	11688
Zm00001eb067760	0	0	0	0	0	0
Zm00001eb067770	0	0	0	0	0	0
Zm00001eb067780	0	0	0	0	0	0
Zm00001eb067790	0	0	0	0	0	0
Zm00001eb067800	6	0	10	17	9	1
Zm00001eb067810	398	494	467	564	488	439
Zm00001eb067820	25	0	2	15	23	20
Zm00001eb067840	60	51	20	63	35	86
Zm00001eb067850	3	0	0	0	0	7
Zm00001eb067860	0	0	0	0	0	0
Zm00001eb067870	11	30	23	25	29	35
Zm00001eb067880	122	101	53	70	68	100
Zm00001eb067890	183	227	213	300	292	275
Zm00001eb067900	244	318	247	482	306	370
Zm00001eb067910	453	506	474	1128	1091	1747
Zm00001eb067920	789	815	1030	864	875	867
Zm00001eb067930	0	0	0	0	0	0
Zm00001eb067940	0	0	0	0	0	0
Zm00001eb067950	10	0	1	5	4	3
Zm00001eb067960	5181	5954	5122	7550	4696	4177
Zm00001eb067970	0	0	0	0	0	0
Zm00001eb067980	463	433	287	1808	1018	569
Zm00001eb067990	0	0	0	0	0	0
Zm00001eb068000	7	21	3	40	21	24
Zm00001eb068020	1408	1489	1204	1759	1187	1509
Zm00001eb068030	0	2	2	0	2	0
Zm00001eb068040	2042	2640	1866	3171	2387	2143
Zm00001eb068050	2003	1986	1968	1980	1665	1488
Zm00001eb068060	84	52	47	37	26	65
Zm00001eb068070	126	118	111	115	92	109
Zm00001eb068080	181	194	210	172	91	110
Zm00001eb068100	155	262	156	396	311	315
Zm00001eb068110	1036	1051	1027	1120	715	652
Zm00001eb068120	507	399	188	419	362	148
Zm00001eb068130	451	464	406	437	341	296
Zm00001eb068140	0	0	0	2	0	6
Zm00001eb068150	0	0	0	0	0	0
Zm00001eb068160	0	0	0	0	0	4
Zm00001eb068170	116	221	175	343	293	191
Zm00001eb068210	0	0	0	0	0	0
Zm00001eb068220	0	0	0	0	0	0
Zm00001eb068230	0	0	0	0	0	0
Zm00001eb068240	273	405	241	257	156	159
Zm00001eb068250	0	0	0	0	0	0
Zm00001eb068260	0	0	0	0	0	0
Zm00001eb068270	2494	2894	2214	4369	3196	1790
Zm00001eb068280	119	112	156	69	55	105
Zm00001eb068290	311	319	390	275	243	349
Zm00001eb068300	99	129	30	63	52	64
Zm00001eb068310	0	0	0	0	0	0
Zm00001eb068320	0	6	0	3	2	0
Zm00001eb068330	0	0	0	4	2	4
Zm00001eb068340	224	300	148	301	197	151
Zm00001eb068350	165	239	157	130	205	140
Zm00001eb068360	0	0	0	0	0	0
Zm00001eb068370	60	106	92	140	106	120
Zm00001eb068380	0	0	0	0	0	0
Zm00001eb068390	349	430	328	548	418	339
Zm00001eb068400	8035	8643	5785	14156	10028	5168
Zm00001eb068410	466	482	448	565	487	285
Zm00001eb068420	0	11	0	0	0	0
Zm00001eb068430	0	0	0	0	0	0
Zm00001eb068440	0	5	0	6	0	0
Zm00001eb068460	60	48	111	227	131	51
Zm00001eb068470	111	141	188	350	225	78
Zm00001eb068480	28	23	2	17	14	16
Zm00001eb068500	0	0	0	0	0	0
Zm00001eb068510	0	0	0	0	3	0
Zm00001eb068520	888	1004	583	701	607	582
Zm00001eb068530	368	294	219	486	361	266
Zm00001eb068540	1662	1872	1645	2047	1523	1248
Zm00001eb068550	20	11	14	14	11	50
Zm00001eb068560	0	0	0	0	0	0
Zm00001eb068570	198	377	352	369	267	320
Zm00001eb068580	1457	1702	1301	961	785	701
Zm00001eb068590	79	174	172	169	145	122
Zm00001eb068600	594	771	652	301	313	361
Zm00001eb068610	0	6	0	0	0	10
Zm00001eb068620	1259	1234	1003	1564	1009	942
Zm00001eb068630	191	395	232	287	289	258
Zm00001eb068640	188	295	258	252	156	196
Zm00001eb068650	0	0	0	0	0	0
Zm00001eb068660	0	0	0	1	0	7
Zm00001eb068670	1734	2293	1980	2359	1920	1513
Zm00001eb068680	0	0	11	0	0	0
Zm00001eb068700	0	0	0	0	0	0
Zm00001eb068710	1719	2013	1831	2331	2043	2070
Zm00001eb068720	36	43	16	66	22	74
Zm00001eb068730	31	65	36	39	46	36
Zm00001eb068750	0	0	0	0	0	0
Zm00001eb068760	363	410	363	389	324	264
Zm00001eb068770	1202	1178	915	1426	899	698
Zm00001eb068780	3338	3642	2851	3747	2820	2660
Zm00001eb068790	0	0	0	0	0	0
Zm00001eb068810	0	0	0	0	0	0
Zm00001eb068820	0	0	0	0	0	0
Zm00001eb068830	375	436	409	607	381	405
Zm00001eb068840	54	42	46	52	40	69
Zm00001eb068850	80	127	100	92	79	61
Zm00001eb068860	49	27	29	56	42	82
Zm00001eb068870	0	0	0	0	0	0
Zm00001eb068880	16	25	23	31	50	40
Zm00001eb068890	0	0	0	0	0	0
Zm00001eb068900	0	0	0	0	0	0
Zm00001eb068910	624	566	439	798	503	410
Zm00001eb068930	0	0	0	0	0	0
Zm00001eb068940	7	9	0	24	2	0
Zm00001eb068950	7	0	6	0	0	0
Zm00001eb068960	674	869	601	784	564	672
Zm00001eb068970	0	0	0	0	0	0
Zm00001eb068980	1253	1549	1395	1647	1490	1975
Zm00001eb068990	0	2	10	0	6	0
Zm00001eb069000	425	507	474	1425	905	886
Zm00001eb069010	74	123	109	148	124	96
Zm00001eb069020	43	19	41	89	41	61
Zm00001eb069030	0	0	0	0	0	0
Zm00001eb069040	0	0	1	1	4	0
Zm00001eb069050	0	0	0	0	3	0
Zm00001eb069060	12	3	0	30	4	29
Zm00001eb069070	1457	1505	1277	1772	897	908
Zm00001eb069080	0	0	0	0	0	0
Zm00001eb069090	0	0	11	0	0	0
Zm00001eb069100	0	0	0	0	0	0
Zm00001eb069110	0	0	0	0	0	0
Zm00001eb069120	372	557	553	578	429	560
Zm00001eb069130	1783	2190	2008	2861	1938	2199
Zm00001eb069140	0	0	3	0	0	0
Zm00001eb069150	0	0	0	0	0	0
Zm00001eb069160	382	509	494	565	515	485
Zm00001eb069180	15	11	20	12	2	22
Zm00001eb069190	17	44	40	61	21	38
Zm00001eb069200	1263	1482	1274	1671	1208	1331
Zm00001eb069210	124	169	134	202	183	211
Zm00001eb069220	365	520	406	379	347	335
Zm00001eb069230	0	0	0	0	0	0
Zm00001eb069240	0	0	0	0	0	0
Zm00001eb069250	0	0	0	0	0	0
Zm00001eb069260	335	496	393	353	243	391
Zm00001eb069270	105	242	208	240	155	165
Zm00001eb069280	833	866	699	997	689	699
Zm00001eb069290	799	1148	977	963	1050	1192
Zm00001eb069300	58	99	76	347	393	419
Zm00001eb069310	84	356	506	4836	2973	2182
Zm00001eb069320	262	530	450	4171	2369	1607
Zm00001eb069330	47	270	385	3046	1517	1221
Zm00001eb069350	987	1238	1251	7374	5222	4198
Zm00001eb069360	81	108	162	138	118	80
Zm00001eb069370	14	23	20	29	21	30
Zm00001eb069380	56	69	66	49	50	42
Zm00001eb069390	1919	2510	2054	2621	1878	1994
Zm00001eb069400	0	0	0	0	0	0
Zm00001eb069410	1	3	20	8	21	13
Zm00001eb069420	1722	2118	2066	2329	1944	2016
Zm00001eb069440	0	0	0	0	3	0
Zm00001eb069450	0	0	0	5	2	0
Zm00001eb069460	196	137	159	339	223	160
Zm00001eb069470	0	0	0	0	0	0
Zm00001eb069480	0	0	0	0	0	0
Zm00001eb069490	0	7	1	13	5	2
Zm00001eb069500	840	755	790	1638	1167	970
Zm00001eb069510	0	0	6	0	1	0
Zm00001eb069520	21	46	28	39	17	47
Zm00001eb069530	48	26	12	42	45	15
Zm00001eb069540	0	0	1	2	8	0
Zm00001eb069550	28	53	2	9	38	23
Zm00001eb069560	0	0	0	0	0	0
Zm00001eb069570	49	92	83	108	124	61
Zm00001eb069580	177	148	94	169	117	75
Zm00001eb069590	0	0	0	0	0	0
Zm00001eb069600	36	47	41	38	70	96
Zm00001eb069610	0	0	0	0	0	0
Zm00001eb069620	852	1076	1087	945	826	916
Zm00001eb069630	24	73	20	39	50	40
Zm00001eb069640	0	0	0	0	0	0
Zm00001eb069650	0	0	0	0	0	0
Zm00001eb069670	0	0	0	0	0	0
Zm00001eb069680	0	0	0	0	0	0
Zm00001eb069690	0	0	0	0	0	0
Zm00001eb069700	0	5	1	23	0	11
Zm00001eb069710	0	0	0	0	0	0
Zm00001eb069720	0	0	0	0	0	0
Zm00001eb069730	0	0	0	0	0	0
Zm00001eb069740	0	0	0	0	0	0
Zm00001eb069750	0	0	0	0	0	0
Zm00001eb069770	0	0	0	0	0	0
Zm00001eb069780	0	0	0	0	0	0
Zm00001eb069790	0	0	0	0	0	0
Zm00001eb069800	0	0	0	0	0	0
Zm00001eb069810	0	0	0	0	0	0
Zm00001eb069820	0	0	1	0	0	0
Zm00001eb069840	0	4	9	2	0	12
Zm00001eb069850	0	0	0	0	0	0
Zm00001eb069860	13	15	7	0	0	0
Zm00001eb069870	0	2	17	10	0	0
Zm00001eb069880	20	16	1	20	3	7
Zm00001eb069890	0	0	6	0	0	0
Zm00001eb069900	0	0	0	0	0	0
Zm00001eb069910	0	0	0	0	0	0
Zm00001eb069920	0	0	0	0	0	0
Zm00001eb069930	0	0	0	0	0	0
Zm00001eb069940	0	0	0	0	0	0
Zm00001eb069950	0	0	0	0	0	0
Zm00001eb069960	0	0	0	0	0	0
Zm00001eb069970	0	0	0	0	0	0
Zm00001eb069980	0	0	0	0	0	0
Zm00001eb069990	0	0	0	0	0	0
Zm00001eb070000	0	0	0	0	0	0
Zm00001eb070010	0	0	0	0	0	0
Zm00001eb070020	0	0	0	0	0	0
Zm00001eb070030	0	0	0	0	0	0
Zm00001eb070040	13	20	0	26	12	2
Zm00001eb070050	185	258	188	202	122	155
Zm00001eb070060	455	561	463	683	516	405
Zm00001eb070070	26	32	38	30	23	44
Zm00001eb070080	0	0	0	0	0	0
Zm00001eb070100	320	311	278	224	153	82
Zm00001eb070110	464	462	410	546	468	402
Zm00001eb070120	482	595	686	549	443	567
Zm00001eb070130	1994	2163	1849	3263	2392	2543
Zm00001eb070140	23	21	32	15	10	23
Zm00001eb070150	2195	2150	1903	2459	1524	1345
Zm00001eb070160	0	0	0	0	0	0
Zm00001eb070170	488	642	923	580	490	528
Zm00001eb070180	1515	1640	1501	2239	1468	1259
Zm00001eb070190	82	80	87	58	73	73
Zm00001eb070200	490	625	603	455	448	608
Zm00001eb070220	0	3	0	0	0	0
Zm00001eb070230	15	6	4	20	0	6
Zm00001eb070240	3140	3440	2802	3406	2744	2868
Zm00001eb070250	1181	1332	1022	1595	1122	719
Zm00001eb070260	539	486	569	614	386	474
Zm00001eb070270	14	11	14	14	15	12
Zm00001eb070280	3821	3971	2921	5722	3821	2877
Zm00001eb070290	21	35	17	60	60	32
Zm00001eb070300	0	0	0	6	0	0
Zm00001eb070310	4486	4953	5747	3005	3100	3756
Zm00001eb070320	383	599	492	767	582	545
Zm00001eb070330	38	0	11	11	14	31
Zm00001eb070340	90	79	87	89	45	84
Zm00001eb070350	32	21	14	0	15	26
Zm00001eb070360	3184	3242	2830	3244	2031	2035
Zm00001eb070390	31	9	20	44	43	41
Zm00001eb070400	6036	6652	6000	8897	6082	5114
Zm00001eb070410	55	107	108	146	136	218
Zm00001eb070420	0	0	0	0	0	0
Zm00001eb070430	0	0	0	0	3	0
Zm00001eb070440	0	0	0	0	0	0
Zm00001eb070450	139	175	121	132	164	100
Zm00001eb070460	879	876	885	1380	938	956
Zm00001eb070480	99	110	142	85	123	139
Zm00001eb070490	211	262	118	147	157	109
Zm00001eb070500	0	0	0	0	0	0
Zm00001eb070510	202	186	151	1220	733	362
Zm00001eb070520	13	12	1	4	18	13
Zm00001eb070540	0	0	0	0	0	0
Zm00001eb070550	2676	3050	2649	2934	2125	2112
Zm00001eb070560	0	0	0	0	4	0
Zm00001eb070570	101	191	105	202	122	148
Zm00001eb070580	0	0	0	0	0	0
Zm00001eb070600	226	236	226	207	207	154
Zm00001eb070610	0	12	4	2	4	0
Zm00001eb070620	0	0	0	0	0	0
Zm00001eb070630	10	52	14	47	32	0
Zm00001eb070640	14	31	17	17	12	3
Zm00001eb070660	23	2	29	13	18	37
Zm00001eb070670	0	0	0	0	0	0
Zm00001eb070680	68	110	92	76	63	155
Zm00001eb070690	0	0	0	0	0	0
Zm00001eb070700	2	9	3	0	0	0
Zm00001eb070720	31	4	11	12	4	0
Zm00001eb070730	158	123	117	136	92	106
Zm00001eb070740	289	254	308	258	117	254
Zm00001eb070750	526	574	498	543	363	407
Zm00001eb070760	589	693	892	1185	891	855
Zm00001eb070770	601	550	653	699	487	415
Zm00001eb070780	4849	5617	4693	4000	3560	3715
Zm00001eb070790	482	536	592	867	660	857
Zm00001eb070800	0	0	0	0	0	0
Zm00001eb070810	36	21	24	23	25	40
Zm00001eb070820	442	833	596	437	414	659
Zm00001eb070830	0	0	0	7	6	7
Zm00001eb070840	6737	7946	7344	11073	7868	8009
Zm00001eb070860	7151	7528	5883	4972	4056	3490
Zm00001eb070880	0	0	0	0	0	0
Zm00001eb070890	194	125	134	221	270	232
Zm00001eb070900	762	572	544	905	902	821
Zm00001eb070910	39	85	106	104	101	184
Zm00001eb070920	2793	3018	2470	3778	2512	2226
Zm00001eb070930	0	0	0	0	0	0
Zm00001eb070940	194	135	155	174	116	211
Zm00001eb070950	2086	3071	2928	2436	2376	2937
Zm00001eb070960	691	894	641	781	525	688
Zm00001eb070970	231	252	315	349	268	233
Zm00001eb070980	40	25	37	16	19	39
Zm00001eb071010	4	8	17	16	0	20
Zm00001eb071020	167	202	156	238	106	161
Zm00001eb071030	171	177	176	172	131	91
Zm00001eb071040	90	134	112	245	143	176
Zm00001eb071050	158	195	216	516	310	331
Zm00001eb071060	0	6	13	19	7	11
Zm00001eb071070	196	306	303	254	223	350
Zm00001eb071080	1	9	16	73	59	65
Zm00001eb071090	34	22	5	83	26	43
Zm00001eb071100	188	254	246	189	207	267
Zm00001eb071110	1017	1504	876	353	269	163
Zm00001eb071120	174	136	229	232	183	252
Zm00001eb071130	133	112	78	219	155	138
Zm00001eb071140	1805	2042	2183	8929	6121	6183
Zm00001eb071150	1031	1084	1015	2609	1762	1826
Zm00001eb071160	3	0	0	0	2	0
Zm00001eb071170	710	668	579	1128	638	544
Zm00001eb071180	10	0	0	0	0	0
Zm00001eb071190	243	247	275	367	343	271
Zm00001eb071200	0	0	7	8	5	3
Zm00001eb071210	2211	2262	2434	2871	2015	2056
Zm00001eb071220	0	0	0	0	0	0
Zm00001eb071230	39	71	72	76	57	37
Zm00001eb071240	512	659	690	909	748	653
Zm00001eb071250	0	0	0	1	0	4
Zm00001eb071280	762	1002	913	1184	803	850
Zm00001eb071290	105	86	72	95	95	95
Zm00001eb071300	1989	2197	2268	2795	1964	1862
Zm00001eb071310	19	19	18	5	11	0
Zm00001eb071320	0	6	0	0	0	0
Zm00001eb071330	99	145	129	159	138	79
Zm00001eb071340	0	0	0	0	0	0
Zm00001eb071350	455	615	499	748	529	623
Zm00001eb071360	631	780	696	851	640	625
Zm00001eb071370	0	0	0	0	0	0
Zm00001eb071380	0	0	0	0	0	0
Zm00001eb071390	32	41	67	14	25	18
Zm00001eb071400	592	744	732	902	823	1180
Zm00001eb071410	0	0	0	3	0	1
Zm00001eb071420	0	0	0	0	0	0
Zm00001eb071430	201	203	267	200	164	148
Zm00001eb071440	197	190	166	259	140	122
Zm00001eb071460	1065	1280	1102	1258	1014	955
Zm00001eb071470	336	291	311	325	354	246
Zm00001eb071480	2652	2657	2607	3789	2902	3219
Zm00001eb071490	719	919	925	914	680	651
Zm00001eb071500	134	201	198	345	225	239
Zm00001eb071510	366	279	227	1219	862	659
Zm00001eb071530	80	88	38	926	632	526
Zm00001eb071540	665	824	755	743	616	650
Zm00001eb071550	137	160	220	236	147	159
Zm00001eb071570	3813	3644	2645	9632	8414	6566
Zm00001eb071580	83	110	45	98	108	63
Zm00001eb071590	571	549	561	530	556	325
Zm00001eb071600	155	71	64	79	87	47
Zm00001eb071610	0	0	0	0	0	0
Zm00001eb071620	0	0	0	0	0	0
Zm00001eb071630	3	1	0	9	8	0
Zm00001eb071640	0	11	0	0	7	0
Zm00001eb071650	23	29	15	43	28	59
Zm00001eb071660	16	6	12	1	1	6
Zm00001eb071670	0	0	0	0	0	0
Zm00001eb071680	0	0	0	0	0	0
Zm00001eb071700	12	16	8	46	62	19
Zm00001eb071710	318	322	203	444	380	339
Zm00001eb071720	1861	1969	1923	2475	1539	1734
Zm00001eb071730	332	448	409	474	387	471
Zm00001eb071740	329	312	240	240	343	343
Zm00001eb071750	53	133	79	100	62	102
Zm00001eb071760	3	0	26	24	23	20
Zm00001eb071770	1	21	14	23	26	9
Zm00001eb071780	242	179	239	189	217	315
Zm00001eb071790	17	47	60	39	29	19
Zm00001eb071800	64	76	77	161	83	54
Zm00001eb071810	0	0	0	0	0	0
Zm00001eb071820	257	433	347	382	331	286
Zm00001eb071830	102	193	257	240	207	255
Zm00001eb071850	0	10	18	20	37	38
Zm00001eb071860	563	704	627	823	695	527
Zm00001eb071870	465	503	505	902	1143	1777
Zm00001eb071880	0	6	4	1	6	8
Zm00001eb071890	2100	2065	1924	1292	1551	1422
Zm00001eb071900	0	0	0	0	0	7
Zm00001eb071910	0	1	0	0	0	0
Zm00001eb071920	4	18	12	11	7	15
Zm00001eb071930	1257	1614	1408	1393	1128	1050
Zm00001eb071940	11	12	5	4	13	4
Zm00001eb071950	0	0	0	0	0	0
Zm00001eb071960	81	100	61	52	46	45
Zm00001eb071970	579	570	485	660	418	387
Zm00001eb071980	8	4	0	4	0	0
Zm00001eb071990	2	4	7	35	17	0
Zm00001eb072000	784	1011	827	879	718	960
Zm00001eb072020	0	0	0	0	0	0
Zm00001eb072030	41	72	31	164	129	159
Zm00001eb072040	232	411	216	310	251	216
Zm00001eb072050	752	670	629	978	811	954
Zm00001eb072060	39	60	42	114	47	23
Zm00001eb072070	0	6	0	5	5	1
Zm00001eb072080	0	0	0	0	0	0
Zm00001eb072090	0	0	11	11	0	0
Zm00001eb072100	482	612	589	658	456	472
Zm00001eb072110	671	522	569	718	434	383
Zm00001eb072120	0	0	0	0	0	0
Zm00001eb072130	31	16	11	14	13	52
Zm00001eb072140	0	0	0	0	0	0
Zm00001eb072150	0	0	0	0	0	0
Zm00001eb072160	0	0	0	0	0	0
Zm00001eb072170	2	0	0	0	0	6
Zm00001eb072180	0	0	3	5	5	0
Zm00001eb072190	896	1066	883	745	636	669
Zm00001eb072200	73	28	33	1	8	0
Zm00001eb072210	10	6	7	18	11	4
Zm00001eb072220	1298	1775	1571	1994	1596	2045
Zm00001eb072230	1103	984	627	1031	764	589
Zm00001eb072240	28	19	11	38	21	60
Zm00001eb072250	42	56	62	52	27	35
Zm00001eb072260	3	0	0	6	0	0
Zm00001eb072270	0	16	25	29	8	25
Zm00001eb072290	681	922	743	959	765	735
Zm00001eb072300	6	0	0	0	0	0
Zm00001eb072310	86	63	112	134	93	107
Zm00001eb072320	0	0	0	0	0	0
Zm00001eb072330	275	391	293	268	354	282
Zm00001eb072350	0	0	12	12	4	13
Zm00001eb072360	638	844	572	1788	1191	888
Zm00001eb072370	47	44	36	97	69	26
Zm00001eb072380	0	0	0	0	0	0
Zm00001eb072390	6	6	2	1	6	0
Zm00001eb072400	0	0	0	0	0	0
Zm00001eb072410	0	0	0	0	0	0
Zm00001eb072420	0	0	0	0	0	0
Zm00001eb072430	110	56	25	0	0	0
Zm00001eb072440	0	0	11	0	0	0
Zm00001eb072460	364	480	566	612	425	377
Zm00001eb072470	2	4	4	9	17	0
Zm00001eb072480	501	516	466	894	675	545
Zm00001eb072510	91	72	102	444	219	138
Zm00001eb072520	837	852	867	797	678	563
Zm00001eb072530	0	0	0	0	9	0
Zm00001eb072540	0	0	0	0	0	0
Zm00001eb072550	0	0	0	0	0	0
Zm00001eb072560	0	0	0	0	5	0
Zm00001eb072570	918	842	821	1211	1005	917
Zm00001eb072580	13	26	11	6	15	9
Zm00001eb072590	0	0	0	0	0	0
