Gene	ExonSize	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3
GRMZM2G031615	1853	10	11	13	11	4	7
GRMZM2G031625	1109	100	85	74	115	91	76
GRMZM2G031637	2094	24	38	24	29	16	38
GRMZM2G031656	3582	74	67	66	119	133	200
GRMZM2G031660	1946	37	52	41	45	51	55
GRMZM2G031718	3097	200	206	200	116	226	188
GRMZM2G031721	2581	784	826	879	453	611	758
GRMZM2G031761	1546	2402	2738	2339	2104	2183	2125
GRMZM2G031780	2120	1332	1356	1434	1004	1296	1316
GRMZM2G031802	1724	214	228	240	167	248	280
GRMZM2G031824	2157	2021	1852	2069	1604	1726	2045
GRMZM2G031825	2087	1749	1805	1671	1429	1915	1700
GRMZM2G031827	2280	8	298	70	6	504	11
GRMZM2G031837	2801	57	65	50	25	37	30
GRMZM2G031846	3438	1597	1569	1410	876	1463	1500
GRMZM2G031850	1883	382	448	413	375	396	425
GRMZM2G031859	3850	1114	1111	985	868	1045	973
GRMZM2G031870	782	5	5	8	6	5	10
GRMZM2G031876	2155	6	8	5	35	27	56
GRMZM2G031904	755	214	171	137	389	137	250
GRMZM2G031917	4136	521	528	408	256	411	381
GRMZM2G031930	1664	83	69	68	85	75	83
GRMZM2G031938	1503	198	151	174	84	172	210
GRMZM2G031941	1781	39	53	61	41	33	52
GRMZM2G031952	1724	667	712	639	570	491	537
GRMZM2G031954	2335	427	497	388	254	517	378
GRMZM2G031963	2565	4	2	3	14	3	14
GRMZM2G031981	1401	410	520	456	449	415	482
GRMZM2G031983	1194	123	201	279	93	162	162
GRMZM2G031991	1228	9	12	15	70	16	22
GRMZM2G032003	3468	8499	9031	8156	5630	8332	7606
GRMZM2G032022	1712	153	161	151	140	169	160
GRMZM2G032028	1694	211	133	201	490	457	804
GRMZM2G032042	2286	20	19	19	36	32	27
GRMZM2G032047	1307	65	47	44	88	78	112
GRMZM2G032049	3194	1199	1294	1136	973	1282	1114
GRMZM2G032071	2813	565	626	624	353	644	770
GRMZM2G032104	3207	197	288	216	166	308	246
GRMZM2G032107	1098	24	14	18	345	19	27
GRMZM2G032110	3627	325	329	350	545	288	360
GRMZM2G032130	2478	79	41	54	39	56	59
GRMZM2G032132	2737	92	104	93	64	114	86
GRMZM2G032160	2636	73	75	79	157	56	133
GRMZM2G032163	3079	2053	2340	1891	1525	2431	2044
GRMZM2G032171	1384	285	293	289	248	296	270
GRMZM2G032182	2692	175	139	198	191	128	288
GRMZM2G032190	1579	175	193	220	304	184	249
GRMZM2G032193	1080	24	21	15	16	30	16
GRMZM2G032214	2328	40	41	25	22	28	30
GRMZM2G032218	5291	4325	4676	4712	3709	5976	6831
GRMZM2G032219	2325	1231	1324	1396	674	893	967
GRMZM2G032222	2334	573	583	555	516	561	604
GRMZM2G032225	1025	54	56	67	26	21	34
GRMZM2G032244	308	75	85	57	49	78	85
GRMZM2G032252	2628	2111	2478	1787	1561	2211	2131
GRMZM2G032253	1207	4138	4310	4927	8852	3898	5078
GRMZM2G032258	1663	412	543	470	519	641	583
GRMZM2G032260	1826	409	429	332	274	392	414
GRMZM2G032266	999	425	477	495	866	474	568
GRMZM2G032267	1931	304	265	309	310	353	330
GRMZM2G032276	1464	28	33	27	68	22	15
GRMZM2G032280	1710	101	132	99	114	137	108
GRMZM2G032282	743	1515	1471	1718	1392	1161	1540
GRMZM2G032293	2076	267	273	292	268	284	300
GRMZM2G032314	838	204	218	164	136	203	188
GRMZM2G032315	1509	1224	1994	1312	1100	2140	920
GRMZM2G032336	3254	767	854	664	504	699	745
GRMZM2G032337	3136	133	150	177	98	130	133
GRMZM2G032339	1652	39	25	25	30	15	24
GRMZM2G032348	5798	438	421	476	800	329	529
GRMZM2G032350	1103	8	7	6	11	0	11
GRMZM2G032351	3434	4149	4098	4630	2468	3944	4881
GRMZM2G032367	1542	1049	1131	1030	1029	942	1252
GRMZM2G032376	1775	242	280	285	357	227	374
GRMZM2G032409	2211	458	529	439	545	568	496
GRMZM2G032419	1347	24	25	25	57	32	19
GRMZM2G032423	2320	201	291	224	246	276	295
GRMZM2G032430	1105	1054	852	1379	1192	809	1380
GRMZM2G032443	1510	16	26	29	15	16	63
GRMZM2G032447	2347	274	240	242	127	168	154
GRMZM2G032475	3909	315	300	315	241	326	312
GRMZM2G032484	1447	223	274	254	222	274	283
GRMZM2G032496	2550	1892	1778	1695	984	1502	1477
GRMZM2G032505	1641	1113	1248	922	992	1039	989
GRMZM2G032551	2458	73	63	68	28	50	57
GRMZM2G032555	1460	8	15	10	4	12	12
GRMZM2G032562	838	18	18	26	59	37	38
GRMZM2G032564	970	597	787	597	742	819	552
GRMZM2G032594	1132	18	11	23	46	26	54
GRMZM2G032597	1029	23	40	21	30	37	33
GRMZM2G032602	3384	100	102	70	212	262	425
GRMZM2G032619	3843	396	255	350	362	156	400
GRMZM2G032628	2745	38	33	36	26	40	23
GRMZM2G032640	1826	24	33	26	27	19	33
GRMZM2G032648	1906	4	6	4	32	5	7
GRMZM2G032684	1691	657	623	592	457	554	575
GRMZM2G032694	2264	499	462	448	386	455	382
GRMZM2G032699	980	58	39	46	109	44	47
GRMZM2G032711	2549	191	218	214	146	177	206
GRMZM2G032721	827	54	35	52	67	44	49
GRMZM2G032759	1342	154	191	150	138	162	182
GRMZM2G032763	1292	2	12	2	27	2	22
GRMZM2G032766	1593	40	10	25	304	33	128
GRMZM2G032807	1009	81	101	72	171	148	125
GRMZM2G032821	1774	589	612	519	493	678	718
GRMZM2G032847	2018	66	102	67	127	112	82
GRMZM2G032852	3479	996	1138	1076	749	1058	1259
GRMZM2G032856	1187	77	69	20	855	316	1575
GRMZM2G032878	2502	96	114	107	77	101	94
GRMZM2G032887	2186	1	55	0	0	92	0
GRMZM2G032896	1969	68	88	107	119	93	116
GRMZM2G032910	1854	154	118	115	274	114	229
GRMZM2G032936	1895	1223	1394	1102	953	1279	1052
GRMZM2G032944	1486	366	401	374	267	362	276
GRMZM2G032955	986	3	2	2	20	5	6
GRMZM2G032958	1137	7	8	5	18	3	13
GRMZM2G032962	927	180	204	159	181	184	187
GRMZM2G032977	1523	19	29	22	25	25	35
GRMZM2G033022	2130	241	221	214	260	240	310
GRMZM2G033029	1620	212	234	198	113	200	145
GRMZM2G033074	1827	41	54	69	20	36	33
GRMZM2G033093	2364	279	290	270	254	320	431
GRMZM2G033098	2066	19	27	22	72	7	33
GRMZM2G033117	1593	796	948	686	525	869	798
GRMZM2G033130	4687	780	986	801	620	866	813
GRMZM2G033135	7205	975	955	903	530	966	942
GRMZM2G033138	3093	334	437	345	422	551	624
GRMZM2G033175	1691	5	12	10	7	5	9
GRMZM2G033179	1261	75	75	48	39	59	34
GRMZM2G033198	1250	1125	1059	1072	1383	1107	1172
GRMZM2G033199	1540	327	302	318	256	360	306
GRMZM2G033208	3141	23264	24453	26326	14825	22772	24158
GRMZM2G033219	1571	575	653	586	849	531	646
GRMZM2G033226	795	453	723	432	240	462	347
GRMZM2G033228	1039	8	5	12	10	12	21
GRMZM2G033230	1764	18	18	14	8	10	10
GRMZM2G033236	1208	175	168	122	232	221	230
GRMZM2G033267	3564	175	145	181	263	61	130
GRMZM2G033273	1949	35	30	20	21	29	22
GRMZM2G033283	1078	146	139	158	345	191	170
GRMZM2G033348	3405	417	344	366	369	519	594
GRMZM2G033352	1190	127	128	131	110	149	153
GRMZM2G033356	2047	35	39	41	36	28	42
GRMZM2G033375	1558	159	131	148	108	152	180
GRMZM2G033379	2813	505	573	530	391	534	749
GRMZM2G033388	740	9	5	12	4	9	9
GRMZM2G033413	1453	185	193	179	164	147	226
GRMZM2G033430	1079	183	212	179	345	200	211
GRMZM2G033478	7100	2544	2742	2754	1459	3005	2649
GRMZM2G033489	1954	16	22	40	33	15	31
GRMZM2G033491	1384	294	235	303	533	230	402
GRMZM2G033493	1536	4931	4566	5078	6709	4634	5155
GRMZM2G033515	2653	172	219	147	107	251	103
GRMZM2G033519	4308	64	50	61	21	37	55
GRMZM2G033521	2820	342	389	302	268	307	327
GRMZM2G033526	2643	961	1233	918	788	1024	927
GRMZM2G033544	1862	1	11	41	2	2	16
GRMZM2G033555	1534	947	903	792	745	825	945
GRMZM2G033570	2707	4210	3970	4241	2076	3456	3535
GRMZM2G033592	3208	1409	1420	1446	741	1200	1552
GRMZM2G033612	1924	88	109	98	60	73	90
GRMZM2G033619	4022	507	525	491	318	467	523
GRMZM2G033626	2000	1289	1515	1188	1901	1546	2163
GRMZM2G033630	2065	66	77	56	27	63	35
GRMZM2G033634	2314	559	446	449	536	388	502
GRMZM2G033641	2411	465	509	421	248	223	500
GRMZM2G033644	2348	1307	1173	998	1209	1264	1599
GRMZM2G033649	2436	50	55	29	20	34	20
GRMZM2G033653	1315	1423	1370	1676	1438	1251	1943
GRMZM2G033671	2232	356	351	317	210	341	279
GRMZM2G033680	1757	628	632	632	529	586	584
GRMZM2G033694	2372	305	312	329	190	337	278
GRMZM2G033724	3299	581	591	604	324	652	645
GRMZM2G033746	1841	10	13	14	20	4	17
GRMZM2G033767	1732	4	3	3	21	1	18
GRMZM2G033787	2501	284	236	249	681	157	353
GRMZM2G033799	2748	356	421	323	228	239	239
GRMZM2G033805	3211	733	892	789	463	653	875
GRMZM2G033820	910	33	50	56	51	24	50
GRMZM2G033828	4359	5	3	3	10	7	13
GRMZM2G033829	1944	311	368	336	204	366	381
GRMZM2G033846	887	4	3	1	185	2	23
GRMZM2G033855	555	7	6	7	32	4	8
GRMZM2G033862	1426	21	8	16	14	17	19
GRMZM2G033867	2063	147	143	166	118	148	189
GRMZM2G033876	4308	1206	1205	1226	878	1218	1296
GRMZM2G033884	2325	46	39	47	26	35	42
GRMZM2G033885	1410	18217	15961	18142	28960	7623	27196
GRMZM2G033894	2138	1539	1580	1754	1497	1558	1868
GRMZM2G033926	2363	593	600	569	543	509	559
GRMZM2G033930	1087	231	244	190	161	232	196
GRMZM2G033931	3814	544	604	500	319	519	541
GRMZM2G033937	2131	307	312	276	168	231	249
GRMZM2G033962	2437	264	234	266	160	272	318
GRMZM2G033971	1125	61	52	84	146	58	61
GRMZM2G034005	2757	650	678	838	555	733	852
GRMZM2G034013	878	23	17	20	74	16	33
GRMZM2G034015	864	290	254	228	296	220	339
GRMZM2G034019	2306	441	500	467	372	517	483
GRMZM2G034025	7744	910	1031	917	767	1016	974
GRMZM2G034043	2471	610	649	584	494	602	550
GRMZM2G034052	1740	87	75	62	50	86	81
GRMZM2G034061	1933	1056	769	867	772	920	1378
GRMZM2G034065	2212	289	311	278	268	329	283
GRMZM2G034069	1465	524	682	554	311	706	582
GRMZM2G034083	1800	2179	2687	2301	1600	1611	2189
GRMZM2G034096	1521	234	235	205	190	257	237
GRMZM2G034110	1609	266	324	306	446	333	472
GRMZM2G034120	3056	2526	2702	2270	1683	2703	2611
GRMZM2G034122	1406	183	253	217	217	221	214
GRMZM2G034143	1800	370	412	438	356	437	442
GRMZM2G034152	2269	9890	13867	11599	4792	8269	10620
GRMZM2G034157	851	0	3	0	32	7	16
GRMZM2G034183	2137	133	155	105	161	120	124
GRMZM2G034217	1952	127	170	125	71	187	179
GRMZM2G034225	1553	318	282	278	514	169	393
GRMZM2G034243	1612	964	827	1109	2256	750	1349
GRMZM2G034260	917	136	113	129	191	136	135
GRMZM2G034276	3652	939	972	833	715	920	845
GRMZM2G034278	1399	6	7	16	11	10	17
GRMZM2G034288	2879	318	341	346	168	286	350
GRMZM2G034302	2474	3305	3705	3761	3698	3942	4115
GRMZM2G034313	3624	594	513	662	500	564	644
GRMZM2G034318	1037	2	1	2	25	3	12
GRMZM2G034326	782	403	432	407	816	431	455
GRMZM2G034342	951	202	219	164	141	179	173
GRMZM2G034360	1669	71	108	120	202	28	96
GRMZM2G034362	3468	673	714	569	552	741	879
GRMZM2G034372	3554	268	316	270	195	323	298
GRMZM2G034383	2015	92	136	75	92	105	59
GRMZM2G034389	1749	34	21	23	27	24	27
GRMZM2G034410	1943	362	322	364	235	296	332
GRMZM2G034417	1096	307	349	419	471	304	369
GRMZM2G034421	711	46	53	100	9	35	40
GRMZM2G034428	1569	6	5	11	7	8	22
GRMZM2G034430	2019	777	877	781	513	842	828
GRMZM2G034453	2052	56	64	89	88	65	92
GRMZM2G034471	2248	9	5	13	24	3	4
GRMZM2G034503	1636	443	429	424	502	422	487
GRMZM2G034511	1367	194	183	168	142	112	189
GRMZM2G034526	2748	112	118	138	99	102	110
GRMZM2G034534	1892	7	3	9	44	12	27
GRMZM2G034536	2226	253	274	215	318	263	309
GRMZM2G034551	1988	59	51	59	160	53	96
GRMZM2G034572	4271	6	21	14	14	22	7
GRMZM2G034573	1869	901	933	993	692	843	822
GRMZM2G034575	3564	436	499	546	291	519	496
GRMZM2G034598	2104	441	511	514	320	456	461
GRMZM2G034611	2460	3279	2663	2134	2488	4395	4059
GRMZM2G034622	1509	598	554	517	433	579	676
GRMZM2G034631	2540	203	196	161	124	143	129
GRMZM2G034638	1724	256	228	249	258	177	257
GRMZM2G034639	3242	496	469	426	380	541	460
GRMZM2G034645	1844	68	106	91	65	62	87
GRMZM2G034668	1184	7	7	2	14	3	6
GRMZM2G034684	2263	168	254	213	151	198	164
GRMZM2G034690	3626	148	166	134	88	130	110
GRMZM2G034697	1115	30	35	22	107	23	34
GRMZM2G034724	1966	18	13	10	56	11	28
GRMZM2G034727	794	24	18	21	67	34	46
GRMZM2G034748	1493	127	157	156	113	194	140
GRMZM2G034764	2143	206	220	168	400	180	224
GRMZM2G034768	1390	21	15	10	18	17	13
GRMZM2G034779	1333	703	633	694	217	690	768
GRMZM2G034791	2325	5	12	9	4	12	12
GRMZM2G034794	1217	566	782	627	701	831	722
GRMZM2G034804	2428	360	443	347	275	455	424
GRMZM2G034811	1679	85	64	71	41	71	56
GRMZM2G034828	3758	15	17	11	8	15	11
GRMZM2G034833	1954	18	15	14	39	51	79
GRMZM2G034840	3233	11	14	8	6	12	3
GRMZM2G034843	830	30	29	25	119	17	32
GRMZM2G034848	1798	23	37	45	24	23	14
GRMZM2G034855	2357	929	1042	1018	580	854	975
GRMZM2G034868	3761	1040	1054	905	580	990	997
GRMZM2G034882	1449	135	199	138	201	230	299
GRMZM2G034896	3043	711	711	1039	148	274	184
GRMZM2G034917	1754	144	134	123	354	20	157
GRMZM2G034943	2247	595	683	659	404	555	715
GRMZM2G034947	2013	245	248	254	144	204	191
GRMZM2G034975	1594	312	331	260	200	237	217
GRMZM2G034985	3845	88	85	91	675	49	66
GRMZM2G034991	690	13	8	8	13	7	11
GRMZM2G035008	3563	618	726	613	449	626	649
GRMZM2G035017	1469	2097	3461	1733	1750	3565	1902
GRMZM2G035042	2429	624	614	631	450	548	635
GRMZM2G035063	779	132	155	108	282	385	264
GRMZM2G035068	3088	355	413	265	209	377	365
GRMZM2G035073	1919	89	83	100	354	41	125
GRMZM2G035092	923	14	6	11	9	6	18
GRMZM2G035103	1564	19	18	11	26	6	7
GRMZM2G035118	3705	1047	1123	1022	673	1179	1185
GRMZM2G035131	1854	107	105	98	122	121	195
GRMZM2G035134	1381	368	369	344	416	362	774
GRMZM2G035150	1919	131	147	128	137	207	227
GRMZM2G035153	1741	112	124	145	81	89	111
GRMZM2G035168	1676	82	79	63	43	94	96
GRMZM2G035202	738	414	418	473	324	414	389
GRMZM2G035213	1532	1658	1641	1959	1506	1570	1397
GRMZM2G035217	2049	15	23	38	64	27	41
GRMZM2G035222	1609	17	19	12	145	6	58
GRMZM2G035223	1496	5	5	17	4	2	10
GRMZM2G035243	2296	1651	1378	1375	855	1432	1841
GRMZM2G035248	900	14	8	14	22	3	24
GRMZM2G035256	1602	51	41	54	141	22	38
GRMZM2G035268	2061	1694	2025	2321	1596	1656	2492
GRMZM2G035278	1161	20	27	25	70	12	24
GRMZM2G035282	1681	64	80	61	55	60	67
GRMZM2G035285	1057	117	88	59	131	35	115
GRMZM2G035298	1588	238	238	251	156	229	200
GRMZM2G035314	912	261	250	221	152	266	244
GRMZM2G035325	1725	278	245	255	361	306	308
GRMZM2G035338	1578	202	215	242	244	213	232
GRMZM2G035341	1038	408	488	465	414	482	496
GRMZM2G035356	1740	635	643	533	555	702	596
GRMZM2G035377	1979	48	45	41	30	36	47
GRMZM2G035395	2323	625	708	576	528	742	655
GRMZM2G035401	1069	21	22	22	71	23	28
GRMZM2G035405	2932	941	851	867	507	877	1014
GRMZM2G035417	2212	3989	4571	3998	2962	4404	4136
GRMZM2G035421	3024	71	19	23	43	43	53
GRMZM2G035430	2968	255	261	273	205	290	273
GRMZM2G035444	1051	21	19	24	65	9	29
GRMZM2G035445	3448	396	432	412	450	391	596
GRMZM2G035451	2040	513	517	530	497	519	685
GRMZM2G035461	3167	989	1096	926	708	1116	980
GRMZM2G035465	2259	708	760	716	739	581	579
GRMZM2G035477	2522	246	334	213	218	328	293
GRMZM2G035502	1205	681	732	588	724	529	651
GRMZM2G035503	2595	82	91	82	50	50	68
GRMZM2G035517	1370	651	549	617	384	485	349
GRMZM2G035520	3499	2613	3014	2750	1503	2073	2275
GRMZM2G035526	1814	376	368	340	360	449	489
GRMZM2G035531	871	16	15	24	19	21	40
GRMZM2G035552	2306	33	27	26	29	25	93
GRMZM2G035557	883	69	42	61	417	41	106
GRMZM2G035563	3149	22	29	38	18	32	41
GRMZM2G035574	1389	171	172	162	142	178	171
GRMZM2G035579	853	179	161	136	159	117	113
GRMZM2G035584	2473	175	112	203	578	139	371
GRMZM2G035592	593	5	11	17	16	28	12
GRMZM2G035594	1218	163	254	215	138	279	229
GRMZM2G035595	1778	26	41	30	95	54	49
GRMZM2G035599	1433	4	7	13	31	11	11
GRMZM2G035601	2469	86	79	86	97	65	84
GRMZM2G035620	1723	1175	1184	1228	1004	887	1070
GRMZM2G035632	1373	20	24	15	82	18	17
GRMZM2G035636	2184	31	9	70	78	21	139
GRMZM2G035651	1824	40	47	51	60	75	62
GRMZM2G035664	2526	145	146	122	126	130	171
GRMZM2G035665	2068	169	171	183	120	162	185
GRMZM2G035708	1480	1779	1629	1883	3406	1504	2204
GRMZM2G035709	1579	637	712	565	507	628	579
GRMZM2G035719	1935	127	125	109	178	167	208
GRMZM2G035741	2034	1945	1819	1971	1807	2034	2235
GRMZM2G035749	2153	320	226	234	481	191	317
GRMZM2G035779	1658	221	268	196	273	209	255
GRMZM2G035785	1692	758	816	657	390	742	700
GRMZM2G035790	2161	7	2	12	5	7	6
GRMZM2G035805	874	4	5	6	18	7	4
GRMZM2G035807	2456	3131	3370	3185	2107	2898	2728
GRMZM2G035809	1643	1047	1115	845	599	937	667
GRMZM2G035820	2164	2452	2476	2673	1983	2047	2450
GRMZM2G035821	1545	21	29	20	139	24	37
GRMZM2G035843	2704	339	311	303	218	324	405
GRMZM2G035848	750	18	11	7	11	8	9
GRMZM2G035849	1455	126	104	113	125	123	118
GRMZM2G035853	485	339	297	280	221	237	292
GRMZM2G035899	1876	213	253	227	258	241	181
GRMZM2G035922	1156	819	943	841	893	1024	894
GRMZM2G035928	1794	282	308	314	462	338	370
GRMZM2G035933	1695	9	20	14	19	12	8
GRMZM2G035944	1669	39	35	25	88	24	45
GRMZM2G035948	1196	772	806	861	1348	762	974
GRMZM2G035985	4243	1250	1286	1127	943	1141	1282
GRMZM2G035996	3708	264	272	293	323	276	270
GRMZM2G035997	1973	201	245	237	307	272	266
GRMZM2G035999	2347	219	284	269	192	250	266
GRMZM2G036007	3356	1127	1097	1119	948	1014	1160
GRMZM2G036019	3562	387	470	258	245	552	295
GRMZM2G036034	3625	1404	1480	1273	1065	1294	1245
GRMZM2G036050	3335	1202	1276	1081	668	1150	964
GRMZM2G036063	938	19	2	2	202	212	383
GRMZM2G036070	1186	828	1082	964	1434	860	1259
GRMZM2G036086	1103	19	22	25	110	30	56
GRMZM2G036092	1615	38	59	56	24	14	18
GRMZM2G036099	2979	955	767	1061	970	1015	1397
GRMZM2G036113	2002	262	198	249	133	186	154
GRMZM2G036169	2734	1304	1490	1313	795	1121	1321
GRMZM2G036186	2069	269	306	291	254	230	261
GRMZM2G036206	2822	735	659	626	585	784	815
GRMZM2G036217	2339	1985	2493	1550	870	1616	899
GRMZM2G036282	1765	30	11	29	66	13	47
GRMZM2G036286	1479	7	3	8	14	4	5
GRMZM2G036290	1713	228	307	184	140	269	178
GRMZM2G036388	1210	18	10	17	27	6	9
GRMZM2G036407	1322	27	30	35	27	39	40
GRMZM2G036409	1689	18	15	23	33	15	11
GRMZM2G036418	2694	287	340	272	196	290	295
GRMZM2G036427	1301	290	247	334	1148	332	738
GRMZM2G036448	2881	518	605	523	377	456	694
GRMZM2G036455	1541	710	740	832	550	580	838
GRMZM2G036464	1636	565	728	733	481	667	1020
GRMZM2G036502	1425	260	253	195	231	260	209
GRMZM2G036505	1648	326	330	380	565	307	466
GRMZM2G036534	3427	513	476	552	528	437	626
GRMZM2G036543	2039	233	323	201	145	234	241
GRMZM2G036564	4000	496	435	390	407	491	652
GRMZM2G036567	1757	28	24	21	51	23	34
GRMZM2G036590	1467	592	566	578	624	463	516
GRMZM2G036596	1967	363	426	335	412	414	426
GRMZM2G036605	1415	190	197	136	152	177	145
GRMZM2G036609	5922	17258	17145	18468	8828	14316	15165
GRMZM2G036640	1265	91	92	82	70	71	108
GRMZM2G036685	3348	479	472	474	410	514	452
GRMZM2G036697	2008	747	637	825	771	689	883
GRMZM2G036703	1782	4	9	8	10	6	20
GRMZM2G036708	1783	1714	1745	1928	2229	1803	2432
GRMZM2G036720	2237	317	414	288	258	382	327
GRMZM2G036752	2673	102	135	136	85	129	156
GRMZM2G036759	1332	14	31	5	1	31	5
GRMZM2G036765	3166	3307	3685	3101	3256	4615	4754
GRMZM2G036826	1406	158	151	157	308	137	189
GRMZM2G036829	1712	871	850	871	1262	705	993
GRMZM2G036837	2412	466	377	449	382	408	523
GRMZM2G036861	2159	413	452	473	230	252	377
GRMZM2G036872	3480	1587	1625	1670	852	1597	1684
GRMZM2G036880	1223	638	578	1061	3131	370	1328
GRMZM2G036902	1091	270	229	261	186	192	249
GRMZM2G036905	1878	68	53	77	35	80	79
GRMZM2G036908	3003	381	403	417	392	386	526
GRMZM2G036916	3309	1565	2213	1529	776	1733	999
GRMZM2G036918	2853	76	79	72	37	62	78
GRMZM2G036921	1286	212	172	293	1820	121	469
GRMZM2G036940	2571	91	98	109	47	31	114
GRMZM2G036966	2052	168	199	204	192	189	177
GRMZM2G036980	1065	44	17	18	44	19	19
GRMZM2G036991	1536	164	173	195	196	211	207
GRMZM2G036996	834	2	3	5	39	4	5
GRMZM2G037015	2063	52	28	43	189	25	84
GRMZM2G037048	826	47	29	29	31	42	25
GRMZM2G037064	1689	257	263	219	186	228	184
GRMZM2G037094	563	93	71	113	288	100	129
GRMZM2G037104	1882	696	779	599	559	659	633
GRMZM2G037128	2805	59	69	74	107	51	61
GRMZM2G037130	1054	50	29	54	117	48	56
GRMZM2G037131	1175	113	93	115	122	110	128
GRMZM2G037134	2366	318	357	302	267	365	332
GRMZM2G037140	1470	677	624	884	1068	680	866
GRMZM2G037146	1514	12	14	11	69	3	17
GRMZM2G037150	1240	266	275	245	274	265	290
GRMZM2G037152	1108	46	27	45	107	19	51
GRMZM2G037164	832	57	104	116	217	123	140
GRMZM2G037177	1133	1074	1168	1175	1204	1074	1192
GRMZM2G037185	1293	707	567	629	662	657	606
GRMZM2G037189	1247	41	37	40	157	7	72
GRMZM2G037193	1522	50	79	73	55	62	113
GRMZM2G037200	2151	546	643	554	490	728	638
GRMZM2G037204	2960	968	1050	1012	1408	1345	1627
GRMZM2G037209	1667	82	41	79	179	132	211
GRMZM2G037226	2238	147	237	156	176	195	183
GRMZM2G037265	3074	459	592	365	277	661	550
GRMZM2G037280	1519	129	128	99	101	125	100
GRMZM2G037308	2140	75	81	78	62	48	73
GRMZM2G037322	1487	313	375	318	472	206	516
GRMZM2G037335	1884	258	235	179	177	195	230
GRMZM2G037342	2404	711	680	594	536	747	917
GRMZM2G037350	1053	266	273	273	225	325	258
GRMZM2G037368	1546	277	250	324	406	245	277
GRMZM2G037378	2515	524	588	496	350	644	522
GRMZM2G037379	2309	115	134	88	116	116	105
GRMZM2G037386	2754	33	37	43	63	27	24
GRMZM2G037413	3342	12	17	17	11	12	14
GRMZM2G037422	2627	82	107	87	105	99	155
GRMZM2G037431	1952	102	153	198	73	100	133
GRMZM2G037444	3750	522	580	536	410	551	600
GRMZM2G037452	966	78	95	54	1046	191	244
GRMZM2G037469	2254	130	141	150	92	106	119
GRMZM2G037472	2106	90	121	93	57	131	110
GRMZM2G037485	1484	35	38	29	119	90	211
GRMZM2G037496	848	15	18	11	21	7	18
GRMZM2G037585	3140	523	535	522	350	538	626
GRMZM2G037614	1654	651	699	514	550	632	723
GRMZM2G037624	3272	282	352	275	226	379	254
GRMZM2G037627	1854	31	34	30	59	34	33
GRMZM2G037630	804	180	207	184	75	147	188
GRMZM2G037644	2164	4071	4043	4462	2850	4035	4236
GRMZM2G037650	1665	275	270	290	122	254	238
GRMZM2G037655	1347	216	222	180	210	151	179
GRMZM2G037683	1874	512	653	450	395	631	496
GRMZM2G037685	1351	329	426	364	347	480	419
GRMZM2G037694	1854	172	181	156	112	160	166
GRMZM2G037698	2555	611	713	575	652	719	671
GRMZM2G037725	1681	370	467	408	284	415	414
GRMZM2G037743	946	402	410	355	362	365	458
GRMZM2G037781	1732	4	3	1	16	5	7
GRMZM2G037792	2710	357	364	339	253	309	415
GRMZM2G037823	2493	185	111	124	112	97	138
GRMZM2G037865	1136	19	15	22	25	12	15
GRMZM2G037867	1234	108	82	86	183	118	167
GRMZM2G037875	1613	1164	1179	940	911	1170	940
GRMZM2G037882	1773	60	74	67	60	103	80
GRMZM2G037923	2890	1191	1362	1272	946	1287	1426
GRMZM2G037926	1275	107	98	124	176	112	123
GRMZM2G037941	1888	33	53	44	35	55	40
GRMZM2G037998	1343	46	26	25	25	10	28
GRMZM2G038003	898	50	66	64	35	33	47
GRMZM2G038032	1398	970	1364	1024	754	1302	1075
GRMZM2G038034	1760	14	15	6	12	12	11
GRMZM2G038050	5130	479	564	390	189	464	412
GRMZM2G038066	1241	489	449	432	398	516	391
GRMZM2G038073	2064	30	42	28	47	64	54
GRMZM2G038075	4508	223	184	201	477	168	302
GRMZM2G038082	621	45	44	56	11	21	16
GRMZM2G038108	1776	32	38	36	51	44	34
GRMZM2G038126	1576	778	685	543	1001	804	1023
GRMZM2G038152	3235	8	18	14	4	12	9
GRMZM2G038153	1997	535	524	449	185	285	384
GRMZM2G038158	1641	21	9	11	59	6	21
GRMZM2G038162	1569	408	419	370	315	371	372
GRMZM2G038165	3118	9	6	18	8	13	35
GRMZM2G038183	2656	134	166	157	209	196	252
GRMZM2G038195	1822	248	304	274	255	249	325
GRMZM2G038217	1513	171	145	111	434	98	121
GRMZM2G038243	2290	538	602	601	420	301	406
GRMZM2G038279	1741	71	69	51	61	47	47
GRMZM2G038281	3378	44	62	47	82	120	157
GRMZM2G038284	2679	541	490	470	883	465	616
GRMZM2G038301	2155	4719	4709	5560	2905	4613	4965
GRMZM2G038303	1539	99	107	90	69	104	64
GRMZM2G038309	2292	114	159	142	156	165	184
GRMZM2G038313	1778	440	549	469	406	522	510
GRMZM2G038335	1052	5	1	3	35	4	2
GRMZM2G038338	1305	539	457	524	793	467	586
GRMZM2G038356	1028	338	348	328	322	372	304
GRMZM2G038365	1444	4682	4297	4968	5124	2751	4933
GRMZM2G038374	3982	544	633	493	432	678	630
GRMZM2G038375	1153	1199	1144	1037	978	766	1110
GRMZM2G038384	1511	245	263	273	250	217	314
GRMZM2G038388	3252	242	218	199	193	231	359
GRMZM2G038394	1134	316	299	319	218	302	361
GRMZM2G038401	3100	2258	2397	2219	2366	2647	2795
